ID,DEVICETYPE,PLATFORM_ID,BIDREQUESTIP,USERPLATFORMUID,USERCITY,USERZIPCODE,USERAGENT,PLATFORMTYPE,CHANNELTYPE,URL,KEYWORDS,TAXONOMY
19.0,0.0,2.0,1682.0,15972.0,1314.0,64131.0,1369.0,3.0,0.0,1316.0,291.0,2084N0400X
20.0,0.0,2.0,195.0,16248.0,324.0,11204.0,1225.0,3.0,0.0,545.0,326.0,Unknown
21.0,0.0,2.0,9038.0,15184.0,655.0,11729.0,1508.0,3.0,0.0,1723.0,819.0,Unknown
22.0,0.0,2.0,2476.0,10891.0,1227.0,77002.0,1538.0,3.0,0.0,2520.0,391.0,Unknown
23.0,0.0,2.0,2004.0,3883.0,2599.0,63169.0,1639.0,3.0,0.0,1915.0,109.0,Unknown
24.0,0.0,2.0,8734.0,11815.0,942.0,75034.0,1520.0,3.0,0.0,625.0,1108.0,Unknown
25.0,0.0,2.0,3883.0,14618.0,97.0,22202.0,1526.0,3.0,0.0,2150.0,1020.0,Unknown
26.0,0.0,7.0,2557.0,7738.0,651.0,48128.0,1508.0,3.0,0.0,986.0,698.0,Unknown
27.0,0.0,2.0,409.0,2605.0,1930.0,29405.0,1497.0,3.0,0.0,2150.0,1020.0,Unknown
28.0,2.0,6.0,8489.0,8937.0,8.0,93510.0,1876.0,2.0,0.0,1831.0,1331.0,Unknown
29.0,0.0,2.0,6618.0,14808.0,2945.0,1886.0,1369.0,3.0,0.0,442.0,87.0,Unknown
30.0,0.0,7.0,1076.0,9481.0,2868.0,20002.0,1520.0,3.0,0.0,826.0,754.0,Unknown
31.0,1.0,2.0,13707.0,14570.0,475.0,46304.0,2023.0,3.0,0.0,657.0,602.0,Unknown
32.0,0.0,2.0,3883.0,14618.0,97.0,22202.0,1526.0,3.0,0.0,2150.0,1020.0,Unknown
33.0,1.0,9.0,4245.0,405.0,1054.0,15601.0,2027.0,3.0,0.0,326.0,22.0,Unknown
34.0,1.0,2.0,830.0,6627.0,3060.0,18302395.803164296,2326.0,3.0,0.0,1316.0,291.0,Unknown
35.0,1.0,2.0,533.0,5875.0,1258.0,46226.0,2332.0,3.0,0.0,1316.0,291.0,Unknown
36.0,0.0,2.0,2429.0,17823.0,2070.0,33418.0,1508.0,3.0,0.0,2523.0,718.0,Unknown
37.0,0.0,2.0,917.0,7015.0,1890.0,10010.0,1476.0,3.0,0.0,1980.0,383.0,Unknown
38.0,0.0,7.0,7422.0,6958.0,967.0,75041.0,1369.0,3.0,0.0,955.0,734.0,Unknown
39.0,1.0,2.0,9637.0,13440.0,1482.0,300419782.0,2007.0,3.0,0.0,2581.0,358.0,2084N0400X
40.0,1.0,2.0,4437.0,1533.0,2317.0,33579.0,2361.0,3.0,0.0,1469.0,729.0,Unknown
41.0,0.0,7.0,10011.0,4308.0,324.0,11226.0,1356.0,3.0,0.0,793.0,412.0,Unknown
42.0,1.0,7.0,7459.0,7636.0,2660.0,33573.0,2326.0,3.0,0.0,1004.0,199.0,2084N0400X
43.0,0.0,2.0,12109.0,14256.0,935.0,140922149.0,1293.0,3.0,0.0,2284.0,1654.0,207R00000X
44.0,0.0,2.0,9701.0,9996.0,627.0,75270.0,1232.0,3.0,0.0,2182.0,534.0,Unknown
45.0,0.0,2.0,5870.0,10171.0,2599.0,63169.0,1239.0,3.0,0.0,1409.0,697.0,Unknown
46.0,1.0,2.0,8711.0,8767.0,97.0,2474.0,2227.0,3.0,0.0,477.0,527.0,Unknown
47.0,0.0,7.0,2958.0,8332.0,1285.0,30143.0,1369.0,3.0,0.0,793.0,412.0,2084N0400X
48.0,0.0,2.0,10361.0,15506.0,1780.0,7960.0,1612.0,3.0,0.0,625.0,1108.0,Unknown
49.0,0.0,5.0,2399.0,1666.0,2380.0,95823.0,1515.0,3.0,0.0,140.0,1618.0,Unknown
50.0,0.0,2.0,8745.0,17921.0,1536.0,90060.0,1326.0,3.0,0.0,1723.0,819.0,Unknown
51.0,0.0,9.0,11210.0,1366.0,1524.0,7853.0,1303.0,3.0,0.0,244.0,769.0,Unknown
52.0,1.0,2.0,1361.0,14276.0,2599.0,63103.0,30.0,3.0,0.0,545.0,326.0,Unknown
53.0,1.0,2.0,11743.0,7998.0,1370.0,60526.0,2058.0,3.0,0.0,2199.0,318.0,Unknown
54.0,1.0,2.0,11118.0,3554.0,2141.0,19121.0,2326.0,3.0,0.0,1469.0,729.0,Unknown
55.0,0.0,7.0,2640.0,14714.0,479.0,60647.0,1497.0,3.0,0.0,1010.0,1553.0,Unknown
56.0,1.0,2.0,5832.0,1657.0,183.0,24523.0,2223.0,3.0,0.0,2627.0,52.0,Unknown
57.0,0.0,7.0,7935.0,4834.0,2412.0,95141.0,1491.0,3.0,0.0,844.0,1626.0,Unknown
58.0,0.0,7.0,2055.0,8082.0,2333.0,20852.0,1610.0,3.0,0.0,989.0,343.0,Unknown
59.0,0.0,2.0,9025.0,7307.0,195.0,68123.0,1506.0,3.0,0.0,1316.0,291.0,Unknown
60.0,0.0,9.0,8447.0,15099.0,3060.0,18302395.803164296,1031.0,3.0,0.0,220.0,433.0,Unknown
61.0,0.0,2.0,14154.0,14589.0,1664.0,27302.0,1517.0,3.0,0.0,404.0,320.0,Unknown
62.0,0.0,2.0,9592.0,12957.0,1760.0,12701.0,1520.0,3.0,0.0,545.0,326.0,Unknown
63.0,0.0,2.0,1398.0,5692.0,924.0,1702.0,1520.0,3.0,0.0,1469.0,729.0,Unknown
64.0,0.0,9.0,8458.0,959.0,3060.0,18302395.803164296,1033.0,3.0,0.0,245.0,769.0,Unknown
65.0,0.0,2.0,9790.0,5750.0,627.0,75230.0,1354.0,3.0,0.0,587.0,569.0,Unknown
66.0,0.0,2.0,7990.0,16180.0,479.0,60602.0,1538.0,3.0,0.0,740.0,1233.0,Unknown
67.0,1.0,2.0,9588.0,7060.0,2825.0,92083.0,1957.0,3.0,0.0,1447.0,177.0,Unknown
68.0,1.0,6.0,13528.0,6589.0,945.0,92831.0,1938.0,2.0,0.0,1816.0,496.0,Unknown
69.0,0.0,2.0,296.0,5439.0,813.0,45322.0,1508.0,3.0,0.0,1432.0,714.0,Unknown
70.0,0.0,2.0,2779.0,428.0,841.0,22030.0,1508.0,3.0,0.0,479.0,239.0,Unknown
71.0,1.0,10.0,6528.0,5111.0,324.0,11224.0,2344.0,3.0,0.0,1851.0,683.0,Unknown
72.0,0.0,2.0,2429.0,17823.0,2070.0,33418.0,1508.0,3.0,0.0,2523.0,718.0,Unknown
73.0,1.0,6.0,563.0,15518.0,2142.0,85009.0,1000.0,2.0,0.0,1816.0,496.0,Unknown
74.0,0.0,7.0,10011.0,4308.0,324.0,11226.0,1356.0,3.0,0.0,793.0,412.0,Unknown
75.0,0.0,2.0,9745.0,13822.0,1252.0,83401.0,1531.0,3.0,0.0,526.0,437.0,Unknown
76.0,0.0,4.0,8439.0,16611.0,3060.0,18302395.803164296,1032.0,3.0,0.0,85.0,905.0,Unknown
77.0,0.0,4.0,2309.0,2739.0,1890.0,10019.0,1494.0,3.0,0.0,54.0,693.0,Unknown
78.0,0.0,2.0,13138.0,2383.0,1431.0,19050.0,1443.0,3.0,0.0,2345.0,727.0,Unknown
79.0,0.0,2.0,4010.0,13192.0,642.0,454391983.0,1432.0,3.0,0.0,1475.0,473.0,2084N0400X
80.0,1.0,9.0,9865.0,619.0,2142.0,85022.0,2058.0,3.0,0.0,223.0,197.0,2084N0400X
81.0,1.0,7.0,12286.0,13736.0,672.0,50309.0,2181.0,3.0,0.0,825.0,1551.0,Unknown
82.0,0.0,7.0,5301.0,6140.0,240.0,35226.0,1520.0,3.0,0.0,1075.0,68.0,Unknown
83.0,0.0,2.0,6480.0,3545.0,1775.0,95037.0,1362.0,3.0,0.0,2031.0,383.0,Unknown
84.0,0.0,7.0,10011.0,4308.0,324.0,11226.0,1356.0,3.0,0.0,793.0,412.0,Unknown
85.0,0.0,2.0,9074.0,12464.0,2245.0,11354.0,1401.0,3.0,0.0,1470.0,125.0,2084P0800X
86.0,1.0,7.0,13478.0,9439.0,54.0,19002.0,2326.0,3.0,0.0,1029.0,1349.0,Unknown
87.0,1.0,2.0,10420.0,2229.0,1823.0,15668.0,2326.0,3.0,0.0,545.0,326.0,Unknown
88.0,0.0,2.0,1180.0,17903.0,1418.0,8701.0,1438.0,3.0,0.0,2054.0,383.0,Unknown
89.0,0.0,7.0,6841.0,12426.0,784.0,95624.0,1531.0,3.0,0.0,843.0,1577.0,Unknown
90.0,1.0,2.0,12799.0,10740.0,2080.0,94301.0,2326.0,3.0,0.0,1316.0,291.0,Unknown
91.0,0.0,7.0,5557.0,835.0,2470.0,98115.0,1526.0,3.0,0.0,996.0,1545.0,Unknown
92.0,0.0,2.0,2830.0,5828.0,1314.0,64184.0,1544.0,3.0,0.0,2305.0,0.0,Unknown
93.0,2.0,2.0,1231.0,4260.0,479.0,60625.0,1828.0,3.0,0.0,545.0,326.0,Unknown
94.0,0.0,2.0,9038.0,15184.0,655.0,11729.0,1508.0,3.0,0.0,1723.0,819.0,Unknown
95.0,0.0,2.0,13770.0,2515.0,2686.0,32312.0,1602.0,3.0,0.0,545.0,326.0,Unknown
96.0,1.0,2.0,8208.0,13007.0,2573.0,28387.0,2023.0,3.0,0.0,1980.0,383.0,Unknown
97.0,0.0,14.0,1414.0,9172.0,555.0,43210.0,1508.0,1.0,0.0,101.0,919.0,Unknown
98.0,0.0,2.0,9226.0,11209.0,886.0,48433.0,1518.0,3.0,0.0,2243.0,507.0,Unknown
99.0,1.0,2.0,7055.0,16290.0,1930.0,29415.0,1045.0,3.0,0.0,756.0,90.0,Unknown
100.0,0.0,7.0,5067.0,1724.0,2593.0,10954.0,1598.0,3.0,0.0,1256.0,1398.0,Unknown
101.0,0.0,7.0,1795.0,1261.0,1227.0,77018.0,1497.0,3.0,0.0,1039.0,1563.0,Unknown
102.0,0.0,7.0,6577.0,8080.0,3060.0,481924668.0,1595.0,3.0,0.0,1074.0,1556.0,2084N0400X
103.0,0.0,2.0,1862.0,4627.0,1890.0,10001.0,1330.0,3.0,0.0,385.0,1534.0,Unknown
104.0,0.0,2.0,7440.0,8819.0,2687.0,33606.0,1369.0,3.0,0.0,545.0,326.0,Unknown
105.0,0.0,7.0,10011.0,4308.0,324.0,11226.0,1356.0,3.0,0.0,793.0,412.0,Unknown
106.0,0.0,10.0,5749.0,9009.0,3.0,574015418.0,1442.0,3.0,0.0,1847.0,626.0,2084N0402X
107.0,0.0,2.0,7486.0,8020.0,2486.0,33777.0,1522.0,3.0,0.0,1316.0,291.0,Unknown
108.0,0.0,7.0,7422.0,6958.0,967.0,75041.0,1369.0,3.0,0.0,955.0,734.0,Unknown
109.0,1.0,7.0,11115.0,15125.0,119.0,98001.0,2205.0,3.0,0.0,1041.0,774.0,Unknown
110.0,0.0,10.0,13483.0,5534.0,324.0,11234.0,1532.0,3.0,0.0,1851.0,683.0,Unknown
111.0,1.0,7.0,11603.0,4586.0,972.0,60134.0,2023.0,3.0,0.0,825.0,1551.0,Unknown
112.0,0.0,2.0,3599.0,11122.0,2797.0,46383.0,1531.0,3.0,0.0,1470.0,125.0,Unknown
113.0,1.0,6.0,12927.0,11869.0,2409.0,92127.0,28.0,2.0,0.0,1816.0,496.0,Unknown
114.0,0.0,2.0,9955.0,17886.0,1248.0,50124.0,1330.0,3.0,0.0,625.0,1108.0,Unknown
115.0,1.0,2.0,592.0,3827.0,123.0,80012.0,697.0,3.0,0.0,442.0,87.0,Unknown
116.0,0.0,2.0,2000.0,8603.0,2599.0,63169.0,1639.0,3.0,0.0,1426.0,708.0,Unknown
117.0,0.0,2.0,12739.0,6449.0,391.0,91387.0,1455.0,3.0,0.0,2303.0,725.0,Unknown
118.0,1.0,2.0,10969.0,9043.0,2186.0,18651.0,2082.0,3.0,0.0,2439.0,657.0,Unknown
119.0,0.0,2.0,2818.0,4848.0,1055.0,29601.0,1531.0,3.0,0.0,419.0,362.0,Unknown
120.0,2.0,2.0,7491.0,4842.0,2440.0,34243.0,1923.0,3.0,0.0,450.0,17.0,Unknown
121.0,2.0,2.0,4818.0,15381.0,2485.0,36701.0,1918.0,3.0,0.0,2485.0,1622.0,Unknown
122.0,0.0,12.0,7521.0,14728.0,248.0,7003.0,1531.0,3.0,0.0,154.0,448.0,Unknown
123.0,0.0,2.0,5280.0,10154.0,1258.0,46260.0,1476.0,3.0,0.0,1550.0,953.0,Unknown
124.0,0.0,2.0,1862.0,14250.0,1890.0,10011.0,1424.0,3.0,0.0,1980.0,383.0,Unknown
125.0,0.0,2.0,2835.0,7396.0,1314.0,64184.0,1544.0,3.0,0.0,1980.0,383.0,Unknown
126.0,0.0,9.0,8448.0,13461.0,3060.0,18302395.803164296,1032.0,3.0,0.0,205.0,933.0,Unknown
127.0,0.0,2.0,5658.0,7791.0,76.0,17003.0,1709.0,3.0,0.0,436.0,775.0,Unknown
128.0,0.0,7.0,13350.0,11160.0,1970.0,48377.0,1666.0,3.0,0.0,1112.0,1496.0,Unknown
129.0,0.0,10.0,9905.0,102.0,772.0,85335.0,1453.0,3.0,0.0,1850.0,709.0,Unknown
130.0,0.0,2.0,3883.0,14618.0,97.0,22202.0,1526.0,3.0,0.0,2150.0,1020.0,Unknown
131.0,0.0,2.0,11620.0,12159.0,2230.0,20678.0,1369.0,3.0,0.0,2384.0,59.0,Unknown
132.0,1.0,2.0,13846.0,3384.0,488.0,45236.0,2119.0,3.0,0.0,545.0,326.0,Unknown
133.0,0.0,2.0,7784.0,17103.0,1278.0,32255.0,1538.0,3.0,0.0,2520.0,391.0,Unknown
134.0,0.0,2.0,8751.0,4833.0,1536.0,90060.0,1326.0,3.0,0.0,1723.0,819.0,Unknown
135.0,1.0,2.0,4098.0,6481.0,98.0,600354649.0,2023.0,3.0,0.0,2535.0,420.0,2084N0400X
136.0,0.0,2.0,1912.0,1390.0,479.0,60644.0,1446.0,3.0,0.0,2669.0,804.0,Unknown
137.0,0.0,2.0,2002.0,16250.0,2599.0,63169.0,1540.0,3.0,0.0,1922.0,943.0,Unknown
138.0,1.0,2.0,2680.0,10854.0,3060.0,18302395.803164296,703.0,3.0,0.0,2605.0,637.0,Unknown
139.0,0.0,2.0,194.0,6702.0,324.0,11204.0,1225.0,3.0,0.0,545.0,326.0,Unknown
140.0,0.0,9.0,8461.0,5934.0,3060.0,18302395.803164296,1032.0,3.0,0.0,275.0,1539.0,Unknown
141.0,0.0,2.0,1862.0,15184.0,1890.0,10001.0,1508.0,3.0,0.0,1723.0,819.0,Unknown
142.0,1.0,2.0,10623.0,7553.0,125.0,78731.0,2189.0,3.0,0.0,545.0,326.0,Unknown
143.0,0.0,7.0,2157.0,14008.0,479.0,60612.0,1497.0,3.0,0.0,819.0,1510.0,Unknown
144.0,0.0,2.0,8217.0,10795.0,97.0,22202.0,1369.0,3.0,0.0,443.0,87.0,Unknown
145.0,0.0,10.0,2363.0,6757.0,780.0,72023625.0,1441.0,3.0,0.0,1850.0,709.0,207R00000X
146.0,1.0,6.0,8803.0,9157.0,574.0,12822.0,2234.0,2.0,0.0,1816.0,496.0,Unknown
147.0,1.0,2.0,3532.0,6867.0,1227.0,77091.0,2023.0,3.0,0.0,477.0,527.0,Unknown
148.0,0.0,2.0,917.0,7015.0,1890.0,10010.0,1476.0,3.0,0.0,1980.0,383.0,Unknown
149.0,0.0,2.0,5389.0,6623.0,1053.0,27405.0,1497.0,3.0,0.0,2708.0,136.0,2084P0800X
150.0,0.0,2.0,2004.0,6293.0,2599.0,63169.0,1639.0,3.0,0.0,1469.0,729.0,Unknown
151.0,0.0,7.0,5339.0,6051.0,1499.0,72204.0,1508.0,3.0,0.0,810.0,1585.0,Unknown
152.0,0.0,2.0,8751.0,4833.0,1536.0,90060.0,1326.0,3.0,0.0,1542.0,940.0,Unknown
153.0,1.0,2.0,10693.0,5333.0,787.0,68022.0,2326.0,3.0,0.0,1458.0,144.0,Unknown
154.0,2.0,2.0,9864.0,17859.0,2758.0,85730.0,1771.0,3.0,0.0,1769.0,78.0,Unknown
155.0,1.0,2.0,3386.0,1656.0,2109.0,2860.0,264.0,3.0,0.0,2104.0,389.0,Unknown
156.0,0.0,2.0,4905.0,8304.0,1890.0,10901.0,1225.0,3.0,0.0,545.0,326.0,Unknown
157.0,0.0,2.0,10850.0,1923.0,1030.0,49503.0,1369.0,3.0,0.0,1409.0,697.0,Unknown
158.0,1.0,6.0,3271.0,12596.0,675.0,48204.0,1942.0,2.0,0.0,1824.0,551.0,Unknown
159.0,2.0,2.0,11036.0,134.0,1558.0,24502.0,1896.0,3.0,0.0,530.0,316.0,Unknown
160.0,0.0,9.0,8425.0,2996.0,3060.0,18302395.803164296,1030.0,3.0,0.0,294.0,912.0,Unknown
161.0,0.0,2.0,13127.0,5507.0,814.0,7726.0,1531.0,3.0,0.0,1723.0,819.0,Unknown
162.0,0.0,2.0,6456.0,13068.0,1159.0,16148.0,1369.0,3.0,0.0,442.0,87.0,Unknown
163.0,0.0,2.0,10065.0,5007.0,459.0,28216.0,1364.0,3.0,0.0,431.0,481.0,Unknown
164.0,0.0,2.0,9735.0,8011.0,1739.0,36695.0,1406.0,3.0,0.0,479.0,239.0,Unknown
165.0,0.0,2.0,5387.0,3448.0,1857.0,6053.0,1458.0,3.0,0.0,1679.0,157.0,Unknown
166.0,0.0,4.0,8953.0,12980.0,2257.0,90275.0,1303.0,3.0,0.0,18.0,560.0,Unknown
167.0,0.0,2.0,2587.0,7576.0,2433.0,87507.0,1503.0,3.0,0.0,380.0,1133.0,Unknown
168.0,1.0,2.0,6870.0,6305.0,927.0,2038.0,2302.0,3.0,0.0,2605.0,637.0,Unknown
169.0,0.0,2.0,6082.0,2935.0,2715.0,10466.0,1440.0,3.0,0.0,2689.0,904.0,Unknown
170.0,0.0,7.0,12974.0,10983.0,42.0,30022.0,1268.0,3.0,0.0,805.0,51.0,Unknown
171.0,1.0,2.0,3448.0,6146.0,3060.0,18302395.803164296,935.0,3.0,0.0,525.0,98.0,Unknown
172.0,1.0,2.0,12014.0,13332.0,2137.0,24963.0,2229.0,3.0,0.0,2626.0,52.0,Unknown
173.0,1.0,7.0,334.0,15355.0,2470.0,98160.0,2119.0,3.0,0.0,1004.0,199.0,Unknown
174.0,1.0,9.0,7920.0,13004.0,285.0,23917.0,2367.0,3.0,0.0,243.0,911.0,Unknown
175.0,0.0,2.0,12737.0,13263.0,1515.0,92354.0,1327.0,3.0,0.0,2307.0,283.0,Unknown
176.0,0.0,2.0,1506.0,6097.0,1694.0,33125.0,1520.0,3.0,0.0,1433.0,605.0,Unknown
177.0,0.0,5.0,8075.0,8340.0,2715.0,10451.0,1559.0,3.0,0.0,132.0,1192.0,Unknown
178.0,0.0,2.0,2168.0,9074.0,722.0,27705.0,1518.0,3.0,0.0,2565.0,413.0,Unknown
179.0,0.0,2.0,8568.0,10916.0,235.0,1821.0,1520.0,3.0,0.0,1450.0,415.0,Unknown
180.0,0.0,2.0,6758.0,17423.0,324.0,11204.0,1497.0,3.0,0.0,1723.0,819.0,Unknown
181.0,0.0,2.0,10454.0,9498.0,555.0,43203.0,1508.0,3.0,0.0,526.0,437.0,Unknown
182.0,1.0,7.0,1603.0,7552.0,853.0,58102.0,1977.0,3.0,0.0,906.0,535.0,Unknown
183.0,0.0,2.0,8521.0,3867.0,1767.0,28115.0,1321.0,3.0,0.0,436.0,775.0,2084P0800X
184.0,1.0,2.0,3964.0,10237.0,1336.0,44240.0,2111.0,3.0,0.0,1924.0,138.0,Unknown
185.0,0.0,2.0,5873.0,2817.0,2599.0,63169.0,1540.0,3.0,0.0,1409.0,697.0,Unknown
186.0,1.0,2.0,7594.0,11701.0,261.0,35957.0,2326.0,3.0,0.0,2605.0,637.0,Unknown
187.0,0.0,2.0,13770.0,2515.0,2686.0,32312.0,1602.0,3.0,0.0,545.0,326.0,Unknown
188.0,0.0,2.0,8744.0,17921.0,1536.0,90060.0,1326.0,3.0,0.0,1363.0,1201.0,Unknown
189.0,0.0,9.0,8461.0,11285.0,3060.0,18302395.803164296,2372.0,3.0,0.0,256.0,1036.0,Unknown
190.0,0.0,4.0,8449.0,17906.0,3060.0,18302395.803164296,1028.0,3.0,0.0,86.0,1063.0,Unknown
191.0,1.0,2.0,567.0,15061.0,675.0,48201.0,971.0,3.0,0.0,526.0,437.0,Unknown
192.0,0.0,2.0,11485.0,2310.0,2744.0,95376.0,1368.0,3.0,0.0,418.0,1141.0,Unknown
193.0,0.0,7.0,2137.0,13548.0,53.0,79106.0,1491.0,3.0,0.0,1076.0,254.0,Unknown
194.0,1.0,2.0,6821.0,8311.0,416.0,2330.0,2326.0,3.0,0.0,2605.0,637.0,Unknown
195.0,2.0,2.0,9822.0,11311.0,2279.0,17569.0,257.0,3.0,0.0,2565.0,413.0,Unknown
196.0,1.0,2.0,6333.0,854.0,627.0,30132.0,2361.0,3.0,0.0,1316.0,291.0,Unknown
197.0,0.0,2.0,8744.0,17921.0,1536.0,90060.0,1326.0,3.0,0.0,385.0,1534.0,Unknown
198.0,0.0,2.0,10113.0,7646.0,2217.0,20854.0,1447.0,3.0,0.0,2208.0,318.0,Unknown
199.0,0.0,2.0,1632.0,17341.0,17.0,12209.0,1520.0,3.0,0.0,1450.0,415.0,Unknown
200.0,1.0,7.0,14162.0,14361.0,2409.0,92126.0,861.0,3.0,0.0,1004.0,199.0,2084N0400X
201.0,0.0,7.0,4742.0,7514.0,3043.0,17403.0,1365.0,3.0,0.0,1091.0,777.0,Unknown
202.0,1.0,2.0,4734.0,477.0,2820.0,8360.0,812.0,3.0,0.0,1450.0,415.0,Unknown
203.0,0.0,2.0,12034.0,10749.0,961.0,11531.0,1736.0,3.0,0.0,2520.0,391.0,Unknown
204.0,0.0,9.0,2264.0,5420.0,3060.0,100216007.0,1573.0,3.0,0.0,217.0,1512.0,2084N0400X
205.0,0.0,2.0,2075.0,7224.0,2380.0,95816.0,1447.0,3.0,0.0,2275.0,386.0,Unknown
206.0,0.0,7.0,6675.0,7927.0,1346.0,76541.0,1525.0,3.0,0.0,1004.0,199.0,2084N0400X
207.0,0.0,2.0,2839.0,12706.0,1314.0,64184.0,1544.0,3.0,0.0,1980.0,383.0,Unknown
208.0,0.0,2.0,9884.0,3101.0,911.0,72904.0,1520.0,3.0,0.0,2238.0,137.0,Unknown
209.0,0.0,5.0,6080.0,13983.0,1543.0,40207.0,1517.0,3.0,0.0,126.0,936.0,Unknown
210.0,0.0,7.0,2416.0,11837.0,2142.0,85013.0,1520.0,3.0,0.0,827.0,1509.0,Unknown
211.0,0.0,2.0,3883.0,14618.0,97.0,22202.0,1526.0,3.0,0.0,2150.0,1020.0,Unknown
212.0,0.0,2.0,916.0,11251.0,1890.0,10016.0,1468.0,3.0,0.0,1980.0,383.0,Unknown
213.0,0.0,2.0,11848.0,13199.0,1227.0,77055.0,1371.0,3.0,0.0,442.0,87.0,Unknown
214.0,0.0,2.0,12.0,15659.0,597.0,7016.0,1485.0,3.0,0.0,431.0,481.0,Unknown
215.0,0.0,2.0,9085.0,13982.0,2717.0,97058.0,1508.0,3.0,0.0,2565.0,413.0,Unknown
216.0,0.0,2.0,260.0,10058.0,591.0,51502.0,1740.0,3.0,0.0,1723.0,819.0,Unknown
217.0,0.0,2.0,6279.0,8031.0,2245.0,11104.0,1520.0,3.0,0.0,1723.0,819.0,Unknown
218.0,1.0,2.0,2509.0,17120.0,170.0,44140.0,2326.0,3.0,0.0,2605.0,637.0,Unknown
219.0,0.0,2.0,7744.0,7199.0,115.0,8401.0,1508.0,3.0,0.0,1316.0,291.0,Unknown
220.0,0.0,2.0,8743.0,17921.0,1536.0,90060.0,1326.0,3.0,0.0,385.0,1534.0,Unknown
221.0,0.0,2.0,292.0,12648.0,1679.0,44060.0,1460.0,3.0,0.0,2310.0,106.0,2084P0800X
222.0,0.0,7.0,11626.0,878.0,1981.0,94609.0,1330.0,3.0,0.0,824.0,1558.0,Unknown
223.0,0.0,7.0,5267.0,10573.0,1727.0,53215.0,1531.0,3.0,0.0,962.0,1538.0,Unknown
224.0,0.0,7.0,2376.0,15076.0,17.0,12203.0,1508.0,3.0,0.0,873.0,1469.0,Unknown
225.0,1.0,2.0,10461.0,6414.0,970.0,28056.0,2234.0,3.0,0.0,2545.0,818.0,Unknown
226.0,1.0,2.0,11191.0,2259.0,2214.0,97219.0,2361.0,3.0,0.0,2385.0,59.0,Unknown
227.0,0.0,7.0,5764.0,16893.0,2245.0,11106.0,1497.0,3.0,0.0,793.0,412.0,Unknown
228.0,0.0,2.0,1935.0,1535.0,2596.0,65807.0,1291.0,3.0,0.0,545.0,326.0,Unknown
229.0,0.0,2.0,5232.0,7017.0,3060.0,18302395.803164296,1476.0,3.0,0.0,2348.0,1293.0,Unknown
230.0,1.0,2.0,8794.0,2958.0,2752.0,12180.0,2214.0,3.0,0.0,2150.0,1020.0,Unknown
231.0,1.0,6.0,13530.0,4179.0,3051.0,85365.0,2271.0,2.0,0.0,1816.0,496.0,Unknown
232.0,0.0,7.0,2895.0,15673.0,1890.0,10025.0,1497.0,3.0,0.0,881.0,1458.0,Unknown
233.0,1.0,2.0,8183.0,1775.0,1064.0,431303312.0,220.0,3.0,0.0,742.0,159.0,2084N0400X
234.0,1.0,2.0,4395.0,9153.0,114.0,30309.0,237.0,3.0,0.0,545.0,326.0,Unknown
235.0,0.0,2.0,9192.0,1472.0,2551.0,46619.0,1736.0,3.0,0.0,2520.0,391.0,Unknown
236.0,1.0,2.0,1257.0,13537.0,2411.0,94142.0,2156.0,3.0,0.0,1983.0,383.0,Unknown
