ID,IS_HCP
116996,1
116997,0
116998,1
116999,0
117000,1
117001,1
117002,0
117003,0
117004,0
117005,0
117006,1
117007,0
117008,1
117009,1
117010,1
117011,0
117012,1
117013,0
117014,0
117015,1
117016,1
117017,0
117018,1
117019,1
117020,0
117021,1
117022,0
117023,1
117024,0
117025,1
117026,1
117027,0
117028,1
117029,0
117030,1
117031,0
117032,0
117033,0
117034,1
117035,1
117036,1
117037,0
117038,1
117039,0
117040,1
117041,1
117042,1
117043,0
117044,1
117045,0
117046,1
117047,1
117048,0
117049,0
117050,1
117051,0
117052,0
117053,1
117054,1
117055,1
117056,0
117057,0
117058,1
117059,0
117060,0
117061,0
117062,0
117063,0
117064,1
117065,0
117066,1
117067,0
117068,0
117069,0
117070,0
117071,0
117072,0
117073,0
117074,1
117075,1
117076,1
117077,1
117078,0
117079,1
117080,0
117081,1
117082,0
117083,1
117084,1
117085,1
117086,1
117087,1
117088,1
117089,1
117090,0
117091,0
117092,0
117093,0
117094,0
117095,1
117096,1
117097,1
117098,0
117099,1
117100,1
117101,1
117102,0
117103,1
117104,0
117105,1
117106,0
117107,1
117108,0
117109,1
117110,0
117111,0
117112,0
117113,1
117114,1
117115,0
117116,0
117117,0
117118,1
117119,0
117120,1
117121,0
117122,0
117123,0
117124,0
117125,1
117126,1
117127,1
117128,1
117129,1
117130,0
117131,1
117132,0
117133,0
117134,1
117135,1
117136,1
117137,1
117138,1
117139,0
117140,0
117141,0
117142,0
117143,1
117144,0
117145,0
117146,0
117147,1
117148,0
117149,0
117150,0
117151,0
117152,1
117153,0
117154,1
117155,0
117156,0
117157,0
117158,0
117159,1
117160,0
117161,0
117162,1
117163,0
117164,1
117165,0
117166,1
117167,0
117168,0
117169,1
117170,0
117171,1
117172,0
117173,0
117174,0
117175,1
117176,1
117177,1
117178,1
117179,1
117180,0
117181,0
117182,1
117183,1
117184,1
117185,1
117186,0
117187,0
117188,0
117189,1
117190,0
117191,1
117192,0
117193,0
117194,0
117195,0
117196,0
117197,0
117198,0
117199,1
117200,0
117201,0
117202,1
117203,0
117204,1
117205,1
117206,1
117207,0
117208,0
117209,0
117210,0
117211,0
117212,1
117213,1
117214,0
117215,0
117216,1
117217,1
117218,1
117219,1
117220,0
117221,1
117222,1
117223,1
117224,0
117225,0
117226,0
117227,1
117228,0
117229,1
117230,0
117231,1
117232,0
117233,1
117234,1
117235,1
117236,0
117237,1
117238,1
117239,0
117240,0
117241,1
117242,0
117243,1
117244,0
117245,1
117246,0
117247,1
117248,0
117249,1
117250,1
117251,0
117252,0
117253,0
117254,0
117255,0
117256,1
117257,1
117258,0
117259,0
117260,0
117261,0
117262,0
117263,0
117264,1
117265,0
117266,0
117267,0
117268,1
117269,1
117270,1
117271,0
117272,0
117273,0
117274,1
117275,0
117276,1
117277,0
117278,0
117279,0
117280,1
117281,0
117282,1
117283,1
117284,0
117285,0
117286,0
117287,0
117288,1
117289,1
117290,0
117291,0
117292,1
117293,0
117294,0
117295,1
117296,0
117297,0
117298,1
117299,0
117300,0
117301,0
117302,1
117303,0
117304,1
117305,0
117306,1
117307,1
117308,1
117309,0
117310,1
117311,0
117312,0
117313,1
117314,0
117315,0
117316,0
117317,1
117318,1
117319,1
117320,0
117321,0
117322,0
117323,1
117324,1
117325,0
117326,1
117327,1
117328,0
117329,0
117330,0
117331,0
117332,1
117333,0
117334,1
117335,0
117336,0
117337,0
117338,0
117339,0
117340,1
117341,0
117342,0
117343,0
117344,0
117345,1
117346,1
117347,0
117348,0
117349,1
117350,0
117351,1
117352,1
117353,0
117354,0
117355,1
117356,1
117357,1
117358,0
117359,0
117360,0
117361,1
117362,0
117363,0
117364,1
117365,1
117366,1
117367,0
117368,0
117369,1
117370,1
117371,1
117372,0
117373,0
117374,0
117375,1
117376,0
117377,1
117378,1
117379,1
117380,1
117381,0
117382,1
117383,0
117384,0
117385,1
117386,0
117387,0
117388,1
117389,0
117390,1
117391,0
117392,0
117393,1
117394,1
117395,1
117396,1
117397,0
117398,1
117399,1
117400,1
117401,1
117402,1
117403,1
117404,1
117405,0
117406,1
117407,0
117408,1
117409,1
117410,1
117411,1
117412,1
117413,0
117414,1
117415,1
117416,0
117417,0
117418,1
117419,1
117420,1
117421,0
117422,1
117423,0
117424,0
117425,0
117426,1
117427,1
117428,1
117429,0
117430,0
117431,0
117432,0
117433,0
117434,1
117435,1
117436,0
117437,1
117438,1
117439,1
117440,0
117441,1
117442,1
117443,0
117444,1
117445,1
117446,1
117447,1
117448,1
117449,0
117450,1
117451,1
117452,0
117453,0
117454,0
117455,0
117456,0
117457,0
117458,0
117459,0
117460,0
117461,1
117462,1
117463,1
117464,1
117465,1
117466,0
117467,0
117468,1
117469,0
117470,1
117471,1
117472,0
117473,0
117474,0
117475,1
117476,1
117477,1
117478,0
117479,1
117480,0
117481,0
117482,0
117483,0
117484,1
117485,0
117486,0
117487,1
117488,1
117489,0
117490,1
117491,0
117492,0
117493,1
117494,0
117495,0
117496,0
117497,0
117498,0
117499,0
117500,1
117501,1
117502,0
117503,0
117504,0
117505,1
117506,1
117507,0
117508,1
117509,1
117510,1
117511,1
117512,1
117513,0
117514,0
117515,0
117516,1
117517,0
117518,0
117519,0
117520,0
117521,0
117522,1
117523,0
117524,0
117525,0
117526,1
117527,0
117528,0
117529,1
117530,1
117531,1
117532,0
117533,0
117534,1
117535,0
117536,0
117537,0
117538,1
117539,0
117540,0
117541,1
117542,1
117543,0
117544,1
117545,0
117546,0
117547,1
117548,0
117549,1
117550,1
117551,0
117552,1
117553,1
117554,1
117555,1
117556,1
117557,0
117558,1
117559,1
117560,1
117561,0
117562,0
117563,1
117564,0
117565,0
117566,0
117567,0
117568,1
117569,1
117570,0
117571,1
117572,0
117573,0
117574,1
117575,1
117576,1
117577,1
117578,1
117579,0
117580,0
117581,1
117582,0
117583,0
117584,0
117585,0
117586,0
117587,0
117588,0
117589,0
117590,1
117591,1
117592,0
117593,1
117594,1
117595,1
117596,0
117597,0
117598,1
117599,0
117600,0
117601,1
117602,0
117603,1
117604,0
117605,0
117606,0
117607,1
117608,0
117609,1
117610,1
117611,0
117612,1
117613,0
117614,0
117615,1
117616,0
117617,1
117618,1
117619,1
117620,0
117621,0
117622,1
117623,0
117624,0
117625,1
117626,1
117627,0
117628,1
117629,0
117630,0
117631,0
117632,1
117633,0
117634,0
117635,1
117636,1
117637,0
117638,1
117639,1
117640,0
117641,1
117642,0
117643,1
117644,1
117645,0
117646,1
117647,1
117648,0
117649,1
117650,1
117651,1
117652,0
117653,0
117654,1
117655,1
117656,1
117657,1
117658,1
117659,0
117660,0
117661,1
117662,0
117663,0
117664,1
117665,1
117666,0
117667,1
117668,0
117669,1
117670,0
117671,1
117672,1
117673,1
117674,1
117675,0
117676,0
117677,1
117678,1
117679,0
117680,0
117681,1
117682,1
117683,1
117684,1
117685,1
117686,1
117687,0
117688,1
117689,1
117690,0
117691,0
117692,1
117693,0
117694,0
117695,1
117696,1
117697,0
117698,1
117699,0
117700,0
117701,1
117702,0
117703,0
117704,1
117705,0
117706,0
117707,1
117708,1
117709,1
117710,1
117711,0
117712,1
117713,1
117714,0
117715,0
117716,1
117717,1
117718,1
117719,1
117720,0
117721,1
117722,1
117723,0
117724,0
117725,1
117726,0
117727,0
117728,0
117729,1
117730,0
117731,0
117732,1
117733,0
117734,1
117735,1
117736,0
117737,1
117738,1
117739,0
117740,1
117741,1
117742,1
117743,0
117744,1
117745,1
117746,1
117747,1
117748,0
117749,1
117750,1
117751,1
117752,1
117753,0
117754,0
117755,0
117756,1
117757,0
117758,1
117759,1
117760,1
117761,0
117762,0
117763,0
117764,0
117765,1
117766,1
117767,1
117768,1
117769,0
117770,1
117771,0
117772,0
117773,1
117774,0
117775,0
117776,1
117777,0
117778,1
117779,1
117780,1
117781,0
117782,1
117783,0
117784,1
117785,0
117786,1
117787,1
117788,0
117789,0
117790,1
117791,1
117792,0
117793,0
117794,1
117795,0
117796,0
117797,0
117798,1
117799,0
117800,0
117801,1
117802,1
117803,0
117804,1
117805,0
117806,1
117807,1
117808,0
117809,0
117810,0
117811,0
117812,0
117813,0
117814,0
117815,0
117816,1
117817,1
117818,1
117819,1
117820,1
117821,1
117822,0
117823,0
117824,1
117825,1
117826,0
117827,1
117828,0
117829,1
117830,1
117831,1
117832,0
117833,0
117834,0
117835,0
117836,1
117837,1
117838,0
117839,0
117840,1
117841,0
117842,0
117843,0
117844,1
117845,1
117846,0
117847,0
117848,1
117849,0
117850,0
117851,1
117852,1
117853,1
117854,0
117855,0
117856,0
117857,0
117858,0
117859,1
117860,1
117861,0
117862,1
117863,0
117864,0
117865,0
117866,0
117867,1
117868,1
117869,0
117870,1
117871,1
117872,1
117873,1
117874,1
117875,1
117876,1
117877,1
117878,1
117879,1
117880,1
117881,1
117882,0
117883,0
117884,1
117885,1
117886,0
117887,0
117888,1
117889,0
117890,0
117891,0
117892,0
117893,0
117894,1
117895,0
117896,0
117897,0
117898,0
117899,1
117900,1
117901,0
117902,0
117903,0
117904,1
117905,1
117906,0
117907,0
117908,0
117909,0
117910,0
117911,1
117912,1
117913,0
117914,1
117915,1
117916,1
117917,1
117918,1
117919,0
117920,1
117921,0
117922,0
117923,0
117924,0
117925,1
117926,0
117927,0
117928,0
117929,1
117930,1
117931,0
117932,0
117933,1
117934,1
117935,1
117936,1
117937,1
117938,0
117939,1
117940,1
117941,0
117942,0
117943,1
117944,0
117945,1
117946,0
117947,0
117948,0
117949,0
117950,1
117951,0
117952,0
117953,0
117954,0
117955,1
117956,1
117957,1
117958,0
117959,1
117960,1
117961,0
117962,1
117963,0
117964,0
117965,0
117966,0
117967,0
117968,1
117969,1
117970,1
117971,0
117972,1
117973,1
117974,0
117975,1
117976,1
117977,0
117978,0
117979,0
117980,0
117981,0
117982,1
117983,1
117984,0
117985,1
117986,1
117987,1
117988,0
117989,1
117990,1
117991,0
117992,0
117993,0
117994,0
117995,0
117996,0
117997,1
117998,0
117999,1
118000,1
118001,1
118002,0
118003,0
118004,0
118005,1
118006,1
118007,1
118008,1
118009,0
118010,0
118011,1
118012,0
118013,1
118014,0
118015,1
118016,1
118017,1
118018,0
118019,0
118020,0
118021,0
118022,1
118023,0
118024,0
118025,1
118026,1
118027,1
118028,0
118029,0
118030,0
118031,0
118032,0
118033,1
118034,1
118035,0
118036,0
118037,0
118038,0
118039,1
118040,1
118041,1
118042,1
118043,1
118044,1
118045,1
118046,1
118047,0
118048,0
118049,1
118050,1
118051,0
118052,1
118053,1
118054,0
118055,1
118056,0
118057,0
118058,1
118059,0
118060,1
118061,1
118062,1
118063,0
118064,0
118065,1
118066,0
118067,1
118068,1
118069,0
118070,0
118071,1
118072,0
118073,0
118074,1
118075,1
118076,1
118077,1
118078,1
118079,1
118080,1
118081,0
118082,0
118083,0
118084,1
118085,0
118086,0
118087,1
118088,0
118089,0
118090,0
118091,0
118092,1
118093,0
118094,1
118095,0
118096,0
118097,1
118098,0
118099,1
118100,0
118101,0
118102,0
118103,1
118104,0
118105,0
118106,0
118107,1
118108,1
118109,0
118110,0
118111,0
118112,1
118113,1
118114,0
118115,0
118116,1
118117,0
118118,1
118119,0
118120,1
118121,1
118122,0
118123,1
118124,1
118125,1
118126,0
118127,1
118128,1
118129,1
118130,1
118131,0
118132,0
118133,0
118134,0
118135,0
118136,0
118137,0
118138,1
118139,1
118140,0
118141,0
118142,0
118143,1
118144,0
118145,1
118146,1
118147,0
118148,0
118149,1
118150,1
118151,0
118152,1
118153,0
118154,1
118155,1
118156,0
118157,0
118158,1
118159,1
118160,0
118161,0
118162,0
118163,1
118164,0
118165,1
118166,1
118167,0
118168,1
118169,0
118170,1
118171,0
118172,0
118173,0
118174,0
118175,0
118176,0
118177,0
118178,0
118179,1
118180,1
118181,0
118182,0
118183,0
118184,0
118185,1
118186,1
118187,0
118188,0
118189,1
118190,1
118191,1
118192,0
118193,1
118194,0
118195,0
118196,1
118197,0
118198,0
118199,0
118200,0
118201,1
118202,0
118203,1
118204,0
118205,1
118206,0
118207,1
118208,1
118209,0
118210,0
118211,1
118212,0
118213,0
118214,0
118215,1
118216,0
118217,0
118218,1
118219,1
118220,1
118221,0
118222,1
118223,0
118224,1
118225,1
118226,1
118227,1
118228,0
118229,0
118230,0
118231,1
118232,0
118233,0
118234,0
118235,0
118236,0
118237,1
118238,1
118239,1
118240,0
118241,0
118242,0
118243,0
118244,0
118245,0
118246,1
118247,0
118248,1
118249,0
118250,1
118251,0
118252,1
118253,1
118254,0
118255,0
118256,0
118257,0
118258,1
118259,0
118260,1
118261,1
118262,1
118263,0
118264,1
118265,1
118266,1
118267,0
118268,0
118269,1
118270,0
118271,0
118272,1
118273,0
118274,0
118275,1
118276,0
118277,0
118278,0
118279,0
118280,1
118281,0
118282,1
118283,1
118284,1
118285,1
118286,1
118287,1
118288,1
118289,1
118290,0
118291,1
118292,1
118293,1
118294,0
118295,1
118296,0
